date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:21:23	426338/426338	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Jun%202023%2001:21:22%20GMT	https://chukaokoro.wixsite.com/transez-nigeria-limi/about-us	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/chukaokoro.wixsite.com/transez-nigeria-limi/about-us.html	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:23	20182/20182	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jun%202023%2003:17:43%20GMT	https://static.wixstatic.com/media/34a1b2_e086ebe56bdf4508bcea1f42f6460df3~mv2.png/v1/fill/w_360,h_120,al_c,lg_1,q_85,enc_auto/34a1b2_e086ebe56bdf4508bcea1f42f6460df3~mv2.png	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_e086ebe56bdf4508bcea1f42f6460df3_mv2.png/v1/fill/w_360,h_120,al_/34a1b2_e086ebe56bdf4508	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:23	2396/2396	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2003:17:43%20GMT	https://static.wixstatic.com/media/34a1b2_001873d178d6411abc15a3f3885307d2f000.jpg/v1/fill/w_147,h_83,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/34a1b2_001873d178d6411abc15a3f3885307d2f000.jpg	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_001873d178d6411abc15a3f3885307d2f000.jpg/v1/fill/w_147,h_83,al_c/34a1b2_001873d178d6411a	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:23	656650/656650	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Jun%202023%2001:21:22%20GMT	https://chukaokoro.wixsite.com/transez-nigeria-limi/projects	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/chukaokoro.wixsite.com/transez-nigeria-limi/projects.html	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:23	439010/439010	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Jun%202023%2001:21:23%20GMT	https://chukaokoro.wixsite.com/transez-nigeria-limi/contact	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/chukaokoro.wixsite.com/transez-nigeria-limi/contact.html	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:23	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Jun%202023%2001:21:24%20GMT	https://chukaokoro.wixsite.com/media/emptystate.85a4add5.svg	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/chukaokoro.wixsite.com/media/emptystate.85a4add5.svg	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:24	5156/5156	---M--	200	added ('OK')	image/gif	etag:%229c27ffaddeffe444f50e3c190dea7ac7%22	https://static.wixstatic.com/media/34a1b2_6a8052a686c24b83895d6533489c7e3f~mv2.gif	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_6a8052a686c24b83895d6533489c7e3f_mv2.gif	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:24	2449/2449	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2003:17:44%20GMT	https://static.wixstatic.com/media/34a1b2_44befcf363024ac7bb492596408ea42b~mv2.jpg/v1/fill/w_104,h_67,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/34a1b2_44befcf363024ac7bb492596408ea42b~mv2.jpg	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_44befcf363024ac7bb492596408ea42b_mv2.jpg/v1/fill/w_104,h_67,al_c/34a1b2_44befcf363024ac7	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:24	964/964	---M-Z	200	added ('OK')	application/javascript	etag:W/%2281e296704d3e396961f9396790fa391b%22	https://static.parastorage.com/services/wix-thunderbolt/dist/externals-registry.inline.1e6fc1ce.bundle.min.js	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.parastorage.com/services/wix-thunderbolt/dist/externals-registry.inline.1e6fc1ce.bundle.min.js	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:24	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Jun%202023%2001:21:24%20GMT	https://chukaokoro.wixsite.com/${n.uri}	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/chukaokoro.wixsite.com/${n.uri}	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:24	3418/3418	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2003:17:44%20GMT	https://static.wixstatic.com/media/34a1b2_62af45d54dfd429bbeace3ec670f6c5c~mv2.jpg/v1/fill/w_122,h_85,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/34a1b2_62af45d54dfd429bbeace3ec670f6c5c~mv2.jpg	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_62af45d54dfd429bbeace3ec670f6c5c_mv2.jpg/v1/fill/w_122,h_85,al_c/34a1b2_62af45d54dfd429b	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:25	2397/2397	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2003:17:44%20GMT	https://static.wixstatic.com/media/34a1b2_b976d30a358e42cfbf640e081a63d0c3~mv2.jpg/v1/fill/w_123,h_87,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/34a1b2_b976d30a358e42cfbf640e081a63d0c3~mv2.jpg	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_b976d30a358e42cfbf640e081a63d0c3_mv2.jpg/v1/fill/w_123,h_87,al_c/34a1b2_b976d30a358e42cf	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:25	3076/3076	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2003:17:45%20GMT	https://static.wixstatic.com/media/34a1b2_9e379ddd0d7b4b269891b1331d61c3b1~mv2.jpg/v1/fill/w_120,h_80,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/running-job-site-is-joint-effort-shot-young-man-woman-going-building-plans-construction-si.jpg	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_9e379ddd0d7b4b269891b1331d61c3b1_mv2.jpg/v1/fill/w_120,h_80,al_c/running-job-site-is-joi	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:25	82524/82524	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a2041395877f08bc9b9f904d071c3749%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.5250b97e.bundle.min.js	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.5250b97e.bundle.min.js	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:25	4478/4478	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2003:17:46%20GMT	https://static.wixstatic.com/media/34a1b2_f9cb0c187ceb47aa834655f48e033516~mv2.jpg/v1/fill/w_147,h_98,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/34a1b2_f9cb0c187ceb47aa834655f48e033516~mv2.jpg	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_f9cb0c187ceb47aa834655f48e033516_mv2.jpg/v1/fill/w_147,h_98,al_c/34a1b2_f9cb0c187ceb47aa	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:25	2557/2557	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jun%202023%2003:17:46%20GMT	https://static.wixstatic.com/media/34a1b2_200d0362e81b441aa3cae93f72ff3c23~mv2.png/v1/fill/w_64,h_17,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Chuka_signature_edited.png	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_200d0362e81b441aa3cae93f72ff3c23_mv2.png/v1/fill/w_64,h_17,al_c,/Chuka_signature_edited	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:26	150098/150098	---M-Z	200	added ('OK')	application/javascript	etag:W/%22cfaf11385b7fe65038cff5672866ce3e%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.cef2ef85.bundle.min.js	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.parastorage.com/services/wix-thunderbolt/dist/main.cef2ef85.bundle.min.js	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:26	46677/46677	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2003:17:47%20GMT	https://static.wixstatic.com/media/34a1b2_23fdbe81897643c586fe90fa773c0a24~mv2.jpg/v1/fit/w_480,h_718,q_90/34a1b2_23fdbe81897643c586fe90fa773c0a24~mv2.jpg	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_23fdbe81897643c586fe90fa773c0a24_mv2.jpg/v1/fit/w_480,h_718,q_90/34a1b2_23fdbe81897643c5	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:26	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:26	115122/115122	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2003:17:48%20GMT	https://static.wixstatic.com/media/34a1b2_606c1d4c3bcd4a9e8102c1802c6058f9~mv2.jpg/v1/fit/w_480,h_720,q_90/34a1b2_606c1d4c3bcd4a9e8102c1802c6058f9~mv2.jpg	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_606c1d4c3bcd4a9e8102c1802c6058f9_mv2.jpg/v1/fit/w_480,h_720,q_90/34a1b2_606c1d4c3bcd4a9e	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:27	299241/299241	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2003:17:47%20GMT	https://static.wixstatic.com/media/34a1b2_e3e28b18ba6d4151ac84c54feae7563f~mv2.jpg/v1/fit/w_960,h_708,q_90/34a1b2_e3e28b18ba6d4151ac84c54feae7563f~mv2.jpg	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_e3e28b18ba6d4151ac84c54feae7563f_mv2.jpg/v1/fit/w_960,h_708,q_90/34a1b2_e3e28b18ba6d4151	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:27	108381/108381	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2003:17:49%20GMT	https://static.wixstatic.com/media/34a1b2_c71e0472514d4083a8016f973c624305~mv2.jpg/v1/fit/w_907,h_669,q_90/34a1b2_c71e0472514d4083a8016f973c624305~mv2.jpg	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_c71e0472514d4083a8016f973c624305_mv2.jpg/v1/fit/w_907,h_669,q_90/34a1b2_c71e0472514d4083	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:27	12463/12463	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263d498e143f421cc44dfb64f22fef270%22	https://static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:27	40452/40452	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2003:17:51%20GMT	https://static.wixstatic.com/media/34a1b2_3581c049bb384540854fc2152f99d1ad~mv2.jpg/v1/fit/w_480,h_718,q_90/34a1b2_3581c049bb384540854fc2152f99d1ad~mv2.jpg	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_3581c049bb384540854fc2152f99d1ad_mv2.jpg/v1/fit/w_480,h_718,q_90/34a1b2_3581c049bb384540	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:27	2075/2075	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2003:17:51%20GMT	https://static.wixstatic.com/media/34a1b2_52656be4ac76442c80daee8419eb2d7a~mv2.jpg/v1/fill/w_95,h_95,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/mtn.jpg	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_52656be4ac76442c80daee8419eb2d7a_mv2.jpg/v1/fill/w_95,h_95,al_c,q_80,usm_0/mtn.1a.delaye	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:28	118656/118656	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c5abc87541fe6bb0f43f22af475a8b20%22	https://static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:28	12438/12438	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jun%202023%2003:17:52%20GMT	https://static.wixstatic.com/media/34a1b2_85a2b06f45354e92b65135b85713f0a5~mv2.png/v1/fill/w_136,h_95,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/410x287Chevron_Logo-W.png	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_85a2b06f45354e92b65135b85713f0a5_mv2.png/v1/fill/w_136,h_95,al_c/410x287Chevron_Logo-W.1	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:28	2186/2186	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2003:17:52%20GMT	https://static.wixstatic.com/media/34a1b2_21675907466644b8805f9d2984330ca5~mv2.jpg/v1/crop/x_9,y_34,w_177,h_126/fill/w_118,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/practical-habitat.jpg	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_21675907466644b8805f9d2984330ca5_mv2.jpg/v1/crop/x_9,y_34,w_177,/practical-habitat.1c.de	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:28	7897/7897	---M-Z	200	added ('OK')	application/javascript	etag:W/%2282ef8cd522818464cafdf4bf58ab1ffa%22	https://static.parastorage.com/services/tag-manager-client/1.705.0/siteTags.bundle.min.js	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.parastorage.com/services/tag-manager-client/1.705.0/siteTags.bundle.min.js	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:28	22542/22542	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jun%202023%2003:17:52%20GMT	https://static.wixstatic.com/media/34a1b2_ef35a32875004351880aaa5f0c727e39~mv2.png/v1/fill/w_124,h_74,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/34a1b2_ef35a32875004351880aaa5f0c727e39~mv2.png	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_ef35a32875004351880aaa5f0c727e39_mv2.png/v1/fill/w_124,h_74,al_c/34a1b2_ef35a32875004351	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:28	11716/11716	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jun%202023%2003:17:52%20GMT	https://static.wixstatic.com/media/34a1b2_7586589e6aa4410384916672bbf6e418~mv2.png/v1/fill/w_81,h_95,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/34a1b2_7586589e6aa4410384916672bbf6e418~mv2.png	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_7586589e6aa4410384916672bbf6e418_mv2.png/v1/fill/w_81,h_95,al_c,/34a1b2_7586589e6aa44103	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:21:29	27728/27728	---M-Z	200	added ('OK')	application/javascript	etag:W/%229562c76ed2a51f076cdd128b590e7b83%22	https://static.parastorage.com/services/wix-perf-measure/1.1058.0/wix-perf-measure.umd.min.js	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.parastorage.com/services/wix-perf-measure/1.1058.0/wix-perf-measure.umd.min.js	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:22:38	1387/1387	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2003:17:53%20GMT	https://static.wixstatic.com/media/34a1b2_5e2e703d8d1d4c899db972b359bc44d0~mv2.jpg/v1/fill/w_104,h_48,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/skye.jpg	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_5e2e703d8d1d4c899db972b359bc44d0_mv2.jpg/v1/fill/w_104,h_48,al_c,q_80,usm/skye.21.delaye	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:22:38	3363/3363	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2003:17:53%20GMT	https://static.wixstatic.com/media/34a1b2_be2b028b99d6477b9ff3c370f835f520~mv2.jpg/v1/fill/w_165,h_79,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/34a1b2_be2b028b99d6477b9ff3c370f835f520~mv2.jpg	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_be2b028b99d6477b9ff3c370f835f520_mv2.jpg/v1/fill/w_165,h_79,al_c/34a1b2_be2b028b99d6477b	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:22:38	3539/3539	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2003:17:53%20GMT	https://static.wixstatic.com/media/34a1b2_bd3772456ac84ca68207d69c160964d4~mv2.jpg/v1/fill/w_166,h_79,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/34a1b2_bd3772456ac84ca68207d69c160964d4~mv2.jpg	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_bd3772456ac84ca68207d69c160964d4_mv2.jpg/v1/fill/w_166,h_79,al_c/34a1b2_bd3772456ac84ca6	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:22:39	14303/14303	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jun%202023%2003:17:54%20GMT	https://static.wixstatic.com/media/34a1b2_6dc706fad6714c0db0ead98feae47bbc~mv2.png/v1/crop/x_132,y_0,w_538,h_403/fill/w_139,h_104,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/34a1b2_6dc706fad6714c0db0ead98feae47bbc~mv2.png	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_6dc706fad6714c0db0ead98feae47bbc_mv2.png/v1/crop/x_132,y_0,w_538/34a1b2_6dc706fad6714c0d	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:22:39	3548/3548	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jun%202023%2003:17:54%20GMT	https://static.wixstatic.com/media/34a1b2_e086ebe56bdf4508bcea1f42f6460df3~mv2.png/v1/fill/w_75,h_25,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/34a1b2_e086ebe56bdf4508bcea1f42f6460df3~mv2.png	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/static.wixstatic.com/media/34a1b2_e086ebe56bdf4508bcea1f42f6460df3_mv2.png/v1/fill/w_75,h_25,al_c,/34a1b2_e086ebe56bdf4508	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
19:22:39	472174/472174	---MCZ	200	added ('OK')	text/html	etag:W/%22aafc1cfdb80e6344bc6fc082bf14a436%22	https://chukaokoro.wixsite.com/transez-nigeria-limi/services	C:/Users/Main%20PC/Documents/Work%20Folders/Transez%20Technology%20Inc%20Canada/2021%20Incorporation/Websites/new_transez_wix/chukaokoro.wixsite.com/transez-nigeria-limi/services.html	(from https://chukaokoro.wixsite.com/transez-nigeria-limi)
